,Period,Step,Payment,Interest,Principal,Balance,Growth Rate,cumPmt,cumInt,cumP,additional_payment
197,198,8,747.7733972054738,395.80374477529165,351.9696524301821,91373.9775494628,0.00025,125095.74011514464,95686.71766460738,29409.0224505371,1000
198,199,8,747.7733972054738,394.2849716175449,353.4884255879289,91020.48912387487,0.00025,125843.51351235011,96081.00263622492,29762.51087612503,1000
199,200,8,747.7733972054738,392.759644849597,355.01375235587676,90665.47537151899,0.00025,126591.28690955558,96473.76228107452,30117.524628480907,1000
200,201,8,747.7733972054738,391.22773619217094,356.54566101330283,90308.92971050569,0.00025,127339.06030676105,96864.9900172667,30474.07028949421,1000
201,202,8,747.7733972054738,389.6892172439629,358.08417996151087,89950.84553054417,0.00025,128086.83370396652,97254.67923451067,30832.154469455723,1000
202,203,8,747.7733972054738,388.1440594811152,359.62933772435855,89591.21619281982,0.00025,128834.60710117199,97642.82329399178,31191.783807180083,1000
203,204,8,747.7733972054738,386.59223425668824,361.1811629487855,89230.03502987104,0.00025,129582.38049837746,98029.41552824847,31552.96497012887,1000
204,205,8,747.7733972054738,385.0337128001284,362.7396844053454,88867.2953454657,0.00025,130330.15389558293,98414.4492410486,31915.704654534213,1000
205,206,8,747.7733972054738,383.4684662167355,364.30493098873825,88502.99041447695,0.00025,131077.9272927884,98797.91770726534,32280.009585522952,1000
206,207,8,747.7733972054738,381.89646548712653,365.87693171834724,88137.1134827586,0.00025,131825.7006899939,99179.81417275246,32645.8865172413,1000
207,208,8,747.7733972054738,380.31768146669805,367.4557157387757,87769.65776701983,0.00025,132573.47408719937,99560.13185421916,33013.342232980074,1000
208,209,8,747.7733972054738,378.73208488508556,369.0413123203882,87400.61645469944,0.00025,133321.24748440486,99938.86393910424,33382.383545300465,1000
209,210,8,747.7733972054738,377.13964634562086,370.6337508598529,87029.98270383959,0.00025,134069.02088161034,100316.00358544986,33753.01729616032,1000
210,211,8,747.7733972054738,375.54033632478723,372.23306088068654,86657.74964295891,0.00025,134816.79427881583,100691.54392177465,34125.250357041004,1000
211,212,8,747.7733972054738,373.93412517167195,373.8392720338018,86283.9103709251,0.00025,135564.5676760213,101065.47804694631,34499.089629074806,1000
212,213,8,747.7733972054738,372.3209831074165,375.45241409805726,85908.45795682706,0.00025,136312.3410732268,101437.79903005373,34874.54204317286,1000
213,214,8,747.7733972054738,370.7008802246646,377.07251698080916,85531.38543984624,0.00025,137060.11447043228,101808.4999102784,35251.61456015367,1000
214,215,8,747.7733972054738,369.07378648700774,378.69961071846603,85152.68582912777,0.00025,137807.88786763776,102177.57369676541,35630.31417087214,1000
215,216,8,747.7733972054738,367.43967172842804,380.33372547704573,84772.35210365073,0.00025,138555.66126484325,102545.01336849383,36010.64789634918,1000
216,217,9,768.9664852313864,365.7985056527394,403.167979578647,84369.18412407208,0.00025,139324.62775007464,102910.81187414657,36413.81587592783,1000
217,218,9,768.9664852313864,364.0588082066124,404.907677024774,83964.2764470473,0.00025,140093.59423530602,103274.87068235318,36818.72355295261,1000
218,219,9,768.9664852313864,362.3116038468479,406.6548813845385,83557.62156566276,0.00025,140862.5607205374,103637.18228620003,37225.378434337144,1000
219,220,9,768.9664852313864,360.5568601805996,408.4096250507868,83149.21194061197,0.00025,141631.5272057688,103997.73914638063,37633.78805938793,1000
220,221,9,768.9664852313864,358.7945446752434,410.171940556143,82739.04000005583,0.00025,142400.49369100019,104356.53369105587,38043.959999944076,1000
221,222,9,768.9664852313864,357.0246246577751,411.9418605736113,82327.09813948222,0.00025,143169.46017623157,104713.55831571364,38455.90186051769,1000
222,223,9,768.9664852313864,355.24706731420406,413.71941791718234,81913.37872156504,0.00025,143938.42666146296,105068.80538302785,38869.621278434875,1000
223,224,9,768.9664852313864,353.46183968894496,415.50464554244144,81497.87407602259,0.00025,144707.39314669435,105422.2672227168,39285.12592397731,1000
224,225,9,768.9664852313864,351.66890868420705,417.29757654717935,81080.57649947541,0.00025,145476.35963192573,105773.936131401,39702.42350052449,1000
225,226,9,768.9664852313864,349.8682410593802,419.0982441720062,80661.4782553034,0.00025,146245.32611715712,106123.80437246038,40121.521744696496,1000
226,227,9,768.9664852313864,348.05980343041875,420.90668180096765,80240.57157350243,0.00025,147014.2926023885,106471.86417589079,40542.42842649746,1000
227,228,9,768.9664852313864,346.24356226922276,422.72292296216364,79817.84865054027,0.00025,147783.2590876199,106818.10773816002,40965.15134945963,1000
228,229,9,768.9664852313864,344.4194839030162,424.5470013283702,79393.3016492119,0.00025,148552.22557285128,107162.52722206303,41389.698350788,1000
229,230,9,768.9664852313864,342.5875345137226,426.3789507176638,78966.92269849424,0.00025,149321.19205808267,107505.11475657675,41816.07730150566,1000
230,231,9,768.9664852313864,340.74768013733814,428.21880509404826,78538.70389340019,0.00025,150090.15854331406,107845.86243671409,42244.29610659971,1000
231,232,9,768.9664852313864,338.89988666330214,430.06659856808426,78108.63729483211,0.00025,150859.12502854544,108184.76232337739,42674.36270516779,1000
232,233,9,768.9664852313864,337.04411983386456,431.92236539752184,77676.71492943459,0.00025,151628.09151377683,108521.80644321126,43106.28507056531,1000
233,234,9,768.9664852313864,335.1803452434506,433.7861399879358,77242.92878944665,0.00025,152397.05799900822,108856.98678845471,43540.071210553244,1000
234,235,9,768.9664852313864,333.30852833802317,435.65795689336323,76807.27083255329,0.00025,153166.0244842396,109190.29531679273,43975.72916744661,1000
235,236,9,768.9664852313864,331.42863441444223,437.5378508169442,76369.73298173635,0.00025,153934.990969471,109521.72395120718,44413.267018263556,1000
236,237,9,768.9664852313864,329.5406286198212,439.4258566115652,75930.30712512479,0.00025,154703.95745470238,109851.26457982701,44852.69287487512,1000
237,238,9,768.9664852313864,327.6444759508809,441.3220092805055,75488.98511584429,0.00025,155472.92393993377,110178.90905577788,45294.01488415563,1000
238,239,9,768.9664852313864,325.7401412533007,443.2263439780857,75045.75877186621,0.00025,156241.89042516515,110504.64919703119,45737.24122813372,1000
239,240,9,768.9664852313864,323.8275892210665,445.1388960103199,74600.61987585589,0.00025,157010.85691039654,110828.47678625226,46182.38012414404,1000
240,241,10,787.6166402003504,321.90678439581643,465.70985580453396,74134.91002005135,0.00025,157798.4735505969,111150.38357064807,46648.08997994857,1000
241,242,10,787.6166402003504,319.8972144700845,467.71942573026587,73667.19059432109,0.00025,158586.09019079723,111470.28078511816,47115.80940567884,1000
242,243,10,787.6166402003504,317.87897311248133,469.73766708786906,73197.45292723321,0.00025,159373.70683099757,111788.15975823064,47585.547072766705,1000
243,244,10,787.6166402003504,315.8520229051844,471.764617295166,72725.68830993805,0.00025,160161.32347119792,112104.01178113582,48057.31169006187,1000
244,245,10,787.6166402003504,313.81632626891076,473.80031393143963,72251.88799600661,0.00025,160948.94011139826,112417.82810740473,48531.11200399331,1000
245,246,10,787.6166402003504,311.77184546222026,475.84479473813013,71776.04320126848,0.00025,161736.5567515986,112729.59995286695,49006.95679873144,1000
246,247,10,787.6166402003504,309.718542580816,477.8980976195344,71298.14510364895,0.00025,162524.17339179895,113039.31849544776,49484.85489635097,1000
247,248,10,787.6166402003504,307.65637955684133,479.96026064350906,70818.18484300544,0.00025,163311.7900319993,113346.9748750046,49964.815156994475,1000
248,249,10,787.6166402003504,305.5853181581741,482.03132204217627,70336.15352096326,0.00025,164099.40667219964,113652.56019316278,50446.84647903665,1000
249,250,10,787.6166402003504,303.50531998771817,484.1113202126322,69852.04220075063,0.00025,164887.02331239998,113956.06551315049,50930.95779924928,1000
250,251,10,787.6166402003504,301.41634648269104,486.20029371765935,69365.84190703297,0.00025,165674.63995260032,114257.48185963318,51417.158092966936,1000
251,252,10,787.6166402003504,299.3183589139094,488.298281286441,68877.54362574653,0.00025,166462.25659280067,114556.80021854708,51905.45637425338,1000
252,253,10,787.6166402003504,297.2113183850706,490.40532181527976,68387.13830393125,0.00025,167249.873233001,114854.01153693216,52395.861696068656,1000
253,254,10,787.6166402003504,295.0951858320321,492.5214543683183,67894.61684956292,0.00025,168037.48987320135,115149.10672276419,52888.383150436974,1000
254,255,10,787.6166402003504,292.96992202208656,494.6467181782638,67399.97013138466,0.00025,168825.1065134017,115442.07664478628,53383.02986861524,1000
255,256,10,787.6166402003504,290.83548755323517,496.7811526471152,66903.18897873754,0.00025,169612.72315360204,115732.91213233952,53879.81102126235,1000
256,257,10,787.6166402003504,288.6918428534565,498.9247973468939,66404.26418139065,0.00025,170400.33979380238,116021.60397519298,54378.735818609246,1000
257,258,10,787.6166402003504,286.5389481799733,501.07769202037707,65903.18648937027,0.00025,171187.95643400273,116308.14292337296,54879.813510629625,1000
258,259,10,787.6166402003504,284.37676361851555,503.23987658183484,65399.94661278844,0.00025,171975.57307420307,116592.51968699148,55383.05338721146,1000
259,260,10,787.6166402003504,282.2052490825802,505.41139111777017,64894.53522167067,0.00025,172763.18971440342,116874.72493607405,55888.46477832923,1000
260,261,10,787.6166402003504,280.0243643126885,507.5922758876619,64386.942945783005,0.00025,173550.80635460376,117154.74930038674,56396.05705421689,1000
261,262,10,787.6166402003504,277.83406887563893,509.78257132471145,63877.16037445829,0.00025,174338.4229948041,117432.58336926239,56905.83962554161,1000
262,263,10,787.6166402003504,275.6343221637584,511.982318036592,63365.1780564217,0.00025,175126.03963500445,117708.21769142615,57417.8219435782,1000
263,264,10,787.6166402003504,273.42508339414843,514.191556806202,62850.986499615494,0.00025,175913.6562752048,117981.6427748203,57932.013500384404,1000
264,265,11,803.3293868252542,271.2063116079298,532.1230752173244,62318.86342439817,0.00025,176716.98566203006,118252.84908642824,58464.136575601726,1000
265,266,11,803.3293868252542,268.9101640915811,534.4192227336731,61784.4442016645,0.00025,177520.31504885532,118521.75925051981,58998.5557983354,1000
266,267,11,803.3293868252542,266.604108541429,536.7252782838252,61247.71892338067,0.00025,178323.6444356806,118788.36335906124,59535.28107661923,1000
267,268,11,803.3293868252542,264.2881022036289,539.0412846216253,60708.67763875904,0.00025,179126.97382250585,119052.65146126488,60074.322361240855,1000
268,269,11,803.3293868252542,261.96210213985063,541.3672846854035,60167.31035407364,0.00025,179930.30320933112,119314.61356340472,60615.68964592626,1000
269,270,11,803.3293868252542,259.6260652264821,543.7033215987722,59623.60703247487,0.00025,180733.63259615639,119574.2396286312,61159.392967525026,1000
270,271,11,803.3293868252542,257.2799481538299,546.0494386714244,59077.557593803445,0.00025,181536.96198298165,119831.51957678502,61705.44240619645,1000
271,272,11,803.3293868252542,254.9237074253162,548.405679399938,58529.151914403505,0.00025,182340.29136980692,120086.44328421034,62253.84808559639,1000
272,273,11,803.3293868252542,252.55729935667264,550.7720874685816,57978.37982693492,0.00025,183143.62075663218,120339.00058356702,62804.62017306498,1000
273,274,11,803.3293868252542,250.1806800751301,553.1487067501241,57425.2311201848,0.00025,183946.95014345745,120589.18126364215,63357.7688798151,1000
274,275,11,803.3293868252542,247.7938055186056,555.5355813066486,56869.69553887815,0.00025,184750.2795302827,120836.97506916076,63913.30446112175,1000
275,276,11,803.3293868252542,245.39663143488514,557.932755390369,56311.76278348778,0.00025,185553.60891710798,121082.37170059564,64471.23721651212,1000
276,277,11,803.3293868252542,242.98911338080342,560.3402734444508,55751.422510043325,0.00025,186356.93830393325,121325.36081397644,65031.57748995657,1000
277,278,11,803.3293868252542,240.5712067214198,562.7581801038344,55188.66432993949,0.00025,187160.2676907585,121565.93202069786,65594.3356700604,1000
278,279,11,803.3293868252542,238.14286662919096,565.1865201960633,54623.47780974343,0.00025,187963.59707758378,121804.07488732705,66159.52219025647,1000
279,280,11,803.3293868252542,235.70404808313944,567.6253387421148,54055.852471001315,0.00025,188766.92646440904,122039.77893541018,66727.14752899858,1000
280,281,11,803.3293868252542,233.25470586801936,570.0746809572349,53485.77779004408,0.00025,189570.2558512343,122273.0336412782,67297.22220995581,1000
281,282,11,803.3293868252542,230.79479457347784,572.5345922517764,52913.243197792304,0.00025,190373.58523805958,122503.82843585168,67869.75680220759,1000
282,283,11,803.3293868252542,228.32426859321336,575.0051182320409,52338.238079560266,0.00025,191176.91462488484,122732.1527044449,68444.76192043963,1000
283,284,11,803.3293868252542,225.8430821241299,577.4863047011244,51760.75177485914,0.00025,191980.2440117101,122957.99578656904,69022.24822514076,1000
284,285,11,803.3293868252542,223.35118916548805,579.9781976597662,51180.773577199376,0.00025,192783.57339853537,123181.34697573453,69602.22642280054,1000
285,286,11,803.3293868252542,220.84854351805208,582.4808433072021,50598.29273389217,0.00025,193586.90278536064,123402.19551925258,70184.70726610774,1000
286,287,11,803.3293868252542,218.33509878323332,584.9942880420209,50013.29844585015,0.00025,194390.2321721859,123620.53061803582,70769.70155414977,1000
287,288,11,803.3293868252542,215.8108083622301,587.5185784630241,49425.77986738713,0.00025,195193.56155901117,123836.34142639805,71357.2201326128,1000
288,289,12,815.685831792101,213.2756254551636,602.4102063369373,48823.369661050194,0.00025,196009.24739080327,124049.61705185322,71959.63033894973,1000
289,290,12,815.685831792101,210.67618415384672,605.0096476382543,48218.36001341194,0.00025,196824.93322259537,124260.29323600707,72564.639986588,1000
290,291,12,815.685831792101,208.06552608527068,607.6203057068303,47610.739707705114,0.00025,197640.61905438747,124468.35876209234,73172.26029229483,1000
291,292,12,815.685831792101,205.44360284831657,610.2422289437844,47000.49747876133,0.00025,198456.30488617957,124673.80236494065,73782.50252123861,1000
292,293,12,815.685831792101,202.8103658330112,612.8754659590898,46387.62201280224,0.00025,199271.99071797167,124876.61273077366,74395.3779871977,1000
293,294,12,815.685831792101,200.16576621962608,615.5200655724749,45772.10194722976,0.00025,200087.67654976377,125076.77849699328,75010.89805277018,1000
294,295,12,815.685831792101,197.50975497777225,618.1760768143288,45153.925870415434,0.00025,200903.36238155587,125274.28825197105,75629.07412958451,1000
295,296,12,815.685831792101,194.84228286549126,620.8435489266097,44533.08232148882,0.00025,201719.04821334797,125469.13053483654,76249.91767851112,1000
296,297,12,815.685831792101,192.16330042834215,623.5225313637588,43909.559790125066,0.00025,202534.73404514007,125661.29383526488,76873.44020987488,1000
297,298,12,815.685831792101,189.47275799848487,626.2130737936161,43283.34671633145,0.00025,203350.41987693217,125850.76659326337,77499.6532836685,1000
298,299,12,815.685831792101,186.77060569375897,628.915226098342,42654.43149023311,0.00025,204166.10570872427,126037.53719895713,78128.56850976683,1000
299,300,12,815.685831792101,184.0567934167593,631.6290383753417,42022.802451857766,0.00025,204981.79154051637,126221.59399237389,78760.19754814217,1000
300,301,12,815.685831792101,181.33127085390677,634.3545609381943,41388.447890919575,0.00025,205797.47737230847,126402.9252632278,79394.55210908037,1000
301,302,12,815.685831792101,178.59398747451596,637.091844317585,40751.35604660199,0.00025,206613.16320410057,126581.5192507023,80031.64395339796,1000
302,303,12,815.685831792101,175.8448925298579,639.8409392622431,40111.51510733975,0.00025,207428.84903589266,126757.36414323216,80671.4848926602,1000
303,304,12,815.685831792101,173.08393505221946,642.6018967398816,39468.913210599865,0.00025,208244.53486768476,126930.44807828437,81314.08678940008,1000
304,305,12,815.685831792101,170.3110638539583,645.3747679381427,38823.538442661724,0.00025,209060.22069947686,127100.75914213833,81959.46155733823,1000
305,306,12,815.685831792101,167.526227526554,648.1596042655469,38175.37883839618,0.00025,209875.90653126896,127268.28536966488,82607.62116160378,1000
306,307,12,815.685831792101,164.72937443965472,650.9564573524463,37524.42238104373,0.00025,210691.59236306106,127433.01474410454,83258.57761895622,1000
307,308,12,815.685831792101,161.92045274012023,653.7653790519807,36870.65700199175,0.00025,211507.27819485316,127594.93519684466,83912.3429980082,1000
308,309,12,815.685831792101,159.09941035106027,656.5864214410408,36214.07058055071,0.00025,212322.96402664526,127754.03460719572,84568.92941944924,1000
309,310,12,815.685831792101,156.2661949708695,659.4196368212315,35554.65094372948,0.00025,213138.64985843736,127910.30080216659,85228.34905627047,1000
310,311,12,815.685831792101,153.42075407225732,662.2650777198437,34892.38586600964,0.00025,213954.33569022946,128063.72155623884,85890.61413399031,1000
311,312,12,815.685831792101,150.56303490127445,665.1227968908265,34227.26306911881,0.00025,214770.02152202156,128214.28459114012,86555.73693088113,1000
312,313,13,824.2426475593807,147.69298447633457,676.5496630830461,33550.713406035764,0.00025,215594.26416958094,128361.97757561646,87232.28659396418,1000
313,314,13,824.2426475593807,144.77362634111321,679.4690212182675,32871.244384817495,0.00025,216418.50681714033,128506.75120195757,87911.75561518244,1000
314,315,13,824.2426475593807,141.84167097558233,682.4009765837983,32188.843408233697,0.00025,217242.7494646997,128648.59287293315,88594.15659176624,1000
315,316,13,824.2426475593807,138.89706402183032,685.3455835375503,31503.497824696147,0.00025,218066.9921122591,128787.48993695498,89279.50217530379,1000
316,317,13,824.2426475593807,135.93975088738748,688.3028966719932,30815.194928024153,0.00025,218891.23475981847,128923.42968784236,89967.80507197577,1000
317,318,13,824.2426475593807,132.9696767442138,691.2729708151669,30123.921957208986,0.00025,219715.47740737785,129056.39936458657,90659.07804279093,1000
318,319,13,824.2426475593807,129.9867865276826,694.255861031698,29429.666096177287,0.00025,220539.72005493724,129186.38615111425,91353.33390382263,1000
319,320,13,824.2426475593807,126.99102493555951,697.2516226238212,28732.414473553465,0.00025,221363.96270249662,129313.3771760498,92050.58552644645,1000
320,321,13,824.2426475593807,123.98233642697727,700.2603111324033,28032.154162421062,0.00025,222188.205350056,129437.35951247679,92750.84583757885,1000
321,322,13,824.2426475593807,120.96066522140593,703.2819823379747,27328.872180083086,0.00025,223012.44799761538,129558.32017769819,93454.12781991682,1000
322,323,13,824.2426475593807,117.9259552976188,706.3166922617619,26622.555487821326,0.00025,223836.69064517476,129676.2461329958,94160.44451217858,1000
323,324,13,824.2426475593807,114.87815039265365,709.364497166727,25913.1909906546,0.00025,224660.93329273415,129791.12428338846,94869.8090093453,1000
324,325,13,824.2426475593807,111.81719400076983,712.4254535586108,25200.765537095987,0.00025,225485.17594029353,129902.94147738923,95582.23446290391,1000
325,326,13,824.2426475593807,108.74302937240049,715.4996181869801,24485.265918909008,0.00025,226309.4185878529,130011.68450676164,96297.7340810909,1000
326,327,13,824.2426475593807,105.65559951310051,718.5870480462802,23766.67887086273,0.00025,227133.6612354123,130117.34010627474,97016.32112913717,1000
327,328,13,824.2426475593807,102.55484718248984,721.6878003768908,23044.991070485838,0.00025,227957.90388297167,130219.89495345723,97738.00892951406,1000
328,329,13,824.2426475593807,99.44071489319231,724.8019326661883,22320.18913781965,0.00025,228782.14653053106,130319.33566835042,98462.81086218025,1000
329,330,13,824.2426475593807,96.3131449097697,727.929502649611,21592.259635170038,0.00025,229606.38917809044,130415.6488132602,99190.74036482986,1000
330,331,13,824.2426475593807,93.17207924765152,731.0705683117292,20861.189066858307,0.00025,230430.63182564982,130508.82089250785,99921.81093314159,1000
331,332,13,824.2426475593807,90.0174596720598,734.2251878873209,20126.963878970986,0.00025,231254.8744732092,130598.83835217991,100656.03612102891,1000
332,333,13,824.2426475593807,86.84922769692959,737.3934198624511,19389.570459108534,0.00025,232079.11712076858,130685.68757987685,101393.42954089136,1000
333,334,13,824.2426475593807,83.66732458382448,740.5753229755562,18648.995136132977,0.00025,232903.35976832797,130769.35490446066,102134.00486386691,1000
334,335,13,824.2426475593807,80.47169134084777,743.7709562185329,17905.224179914443,0.00025,233727.60241588735,130849.82659580151,102877.77582008544,1000
335,336,13,824.2426475593807,77.26226872154862,746.9803788378321,17158.243801076613,0.00025,234551.84506344673,130927.08886452306,103624.75619892328,1000
336,337,14,828.5322085096498,74.03899722382373,754.4932112858261,16403.750589790787,0.00025,235380.3772719564,131001.12786174688,104379.2494102091,1000
337,338,14,828.5322085096498,70.78330733950818,757.7489011701416,15646.001688620645,0.00025,236208.90948046604,131071.91116908638,105136.99831137924,1000
338,339,14,828.5322085096498,67.51356893034935,761.0186395793004,14884.983049041344,0.00025,237037.4416889757,131139.42473801674,105898.01695095854,1000
339,340,14,828.5322085096498,64.22972137600031,764.3024871336495,14120.680561907695,0.00025,237865.97389748535,131203.65445939274,106662.31943809219,1000
340,341,14,828.5322085096498,60.9317037945332,767.6005047151166,13353.08005719258,0.00025,238694.506105995,131264.58616318728,107429.9199428073,1000
341,342,14,828.5322085096498,57.61945504131044,770.9127534683394,12582.16730372424,0.00025,239523.03831450467,131322.2056182286,108200.83269627564,1000
342,343,14,828.5322085096498,54.29291370785117,774.2392948017986,11807.928008922441,0.00025,240351.57052301432,131376.49853193644,108975.07199107744,1000
343,344,14,828.5322085096498,50.95201812069272,777.580190388957,11030.347818533484,0.00025,241180.10273152398,131427.45055005714,109752.65218146639,1000
344,345,14,828.5322085096498,47.59670634024722,780.9355021694025,10249.412316364082,0.00025,242008.63494003363,131475.04725639737,110533.5876836358,1000
345,346,14,828.5322085096498,44.22691615965323,784.3052923499965,9465.107024014085,0.00025,242837.1671485433,131519.27417255702,111317.89297598579,1000
346,347,14,828.5322085096498,40.84258510362242,787.6896234060273,8677.417400608058,0.00025,243665.69935705294,131560.11675766064,112105.58259939181,1000
347,348,14,828.5322085096498,37.44365042728134,791.0885580823684,7886.328842525689,0.00025,244494.2315655626,131597.5604080879,112896.67115747418,1000
348,349,14,828.5322085096498,34.030049115008104,794.5021593946417,7091.826683131047,0.00025,245322.76377407226,131631.59045720292,113691.17331686882,1000
349,350,14,828.5322085096498,30.6017178792641,797.9304906303856,6293.896192500661,0.00025,246151.2959825819,131662.1921750822,114489.10380749921,1000
350,351,14,828.5322085096498,27.158593159420658,801.3736153502291,5492.522577150432,0.00025,246979.82819109157,131689.35076824162,115290.47742284944,1000
351,352,14,828.5322085096498,23.70061112058063,804.8315973890691,4687.6909797613625,0.00025,247808.36039960122,131713.0513793622,116095.3090202385,1000
352,353,14,828.5322085096498,20.22770765239492,808.3045008572549,3879.3864789041077,0.00025,248636.89260811088,131733.2790870146,116903.61352109576,1000
353,354,14,828.5322085096498,16.739818367873887,811.7923901417759,3067.594088762332,0.00025,249465.42481662054,131750.0189053825,117715.40591123754,1000
354,355,14,828.5322085096498,13.236878602193624,815.2953299074561,2252.298758854876,0.00025,250293.9570251302,131763.25578398467,118530.701241145,1000
355,356,14,828.5322085096498,9.718823411497066,818.8133850981527,1433.4853737567232,0.00025,251122.48923363985,131772.97460739617,119349.51462624315,1000
356,357,14,828.5322085096498,6.185587571689969,822.3466209379598,611.1387528187635,0.00025,251951.0214421495,131779.16019496787,120171.8612471811,1000
357,358,14,828.5322085096498,2.63710557723165,825.8951029324181,-214.75635011365466,0.0,252779.55365065916,131781.7973005451,120997.75635011353,1000
